ID	Name	Lat	Lon
ASN00070042	GUNDAROO (BAIRNSDALE)	-35.0333	149.2667
ASN00070043	GUNNING RURAL SUPPLIES	-34.7823	149.2681
ASN00070050	JIMENBUEN	-36.7	148.9
ASN00070055	GOULBURN (KIPPILAW)	-34.7503	149.5951
ASN00070059	BELCONNEN (WEETANGERRA)	-35.2439	148.9942
ASN00070062	MAJURA 2	-35.3	149.2
ASN00070064	MICHELAGO (SOGLIO)	-35.6797	149.1601
ASN00070072	QUEANBEYAN BOWLING CLUB	-35.3552	149.2292
ASN00070079	TARAGO (KILDARE)	-35.1167	149.6
ASN00070080	TARALGA POST OFFICE	-34.4048	149.8197
ASN00070095	URIARRA HOMESTEAD	-35.3333	148.8833
ASN00070102	CURRANDOOLEY	-35.1667	149.5
ASN00070108	YASS	-34.85	148.9
ASN00070131	WOODHOUSELEE (LEESTON)	-34.545	149.6245
ASN00070172	GUDGENBY	-35.75	148.9833
ASN00070198	WHEEO	-34.4667	149.2833
ASN00070200	SAMARES	-34.8167	149.6667
ASN00070202	QUEANBEYAN 2	-35.3	149.2
ASN00070226	RIVERSVIEW	-36.2	149.0333
ASN00070227	SUTTON POST OFFICE	-35.1667	149.2667
ASN00070301	BOOROWA 3	-34.45	148.7167
ASN00070302	COOMA (ARABLE)	-36.3833	148.9667
ASN00070303	GOULBURN (BAW BAW)	-34.7167	149.6333
ASN00071000	ADAMINABY ALPINE TOURIST PARK	-35.9962	148.7693
ASN00071009	JINDABYNE WEST (HIAWATHA)	-36.4	148.6
ASN00071010	KIANDRA CHALET	-35.8833	148.5
ASN00071037	COOLAMATONG	-36.4	148.7667
ASN00071038	BELOKA (ALPINE MEADOWS)	-36.5333	148.7333
ASN00072000	ADELONG POST OFFICE	-35.3077	148.0646
ASN00072001	ALBURY	-36.1	146.9
ASN00072004	BATLOW POST OFFICE	-35.5203	148.1453
ASN00072006	BIG SPRINGS	-35.3	147.4
ASN00072012	CARABOST	-35.6043	147.7263
ASN00072022	HOLBROOK (RSL)	-35.7225	147.3178
ASN00072031	LAUREL HILL (KUNDIEWA)	-35.6	148.0833
ASN00072033	MARAGLE STATION	-35.9167	148.0833
ASN00072042	TARCUTTA POST OFFICE	-35.2765	147.7362
ASN00072043	TUMBARUMBA POST OFFICE	-35.778	148.0141
ASN00072044	TUMUT (WATTLE CRES)	-35.3194	148.2341
ASN00072049	WOOMARGAMA ESTATE	-35.8575	147.285
ASN00072051	YELLOWIN	-35.5	148.3
ASN00072065	JINGELLIC	-35.9	147.6
ASN00072067	KYAMBA	-35.6	147.7
ASN00072069	TARCUTTA	-35.3	147.7
ASN00072070	YAMBLA	-35.85	147.1
ASN00072072	TOOMA 1	-35.8167	147.8333
ASN00072074	TUMBARUMBA 1	-35.8	148
ASN00072075	TUMUT (RED HILL STATION)	-35.2	148.3
ASN00072093	CUMBEROONA	-36.0167	147.15
ASN00072095	THURGOONA	-36.05	146.9833
ASN00072096	TALMALMO	-35.95	147.5167
ASN00072151	WAGGA WAGGA (KOORINGAL)	-35.1333	147.3667
ASN00072155	BORAMBOLA	-35.2	147.6833
ASN00073000	BARMEDMAN POST OFFICE	-34.1442	147.386
ASN00073003	BERTHONG	-34.5	148.1
ASN00073004	BEHTUNGRA POST OFFICE	-34.7667	147.8667
ASN00073009	COOTAMUNDRA POST OFFICE	-34.6411	148.0236
ASN00073014	GRENFELL (QUONDONG RD)	-33.9029	148.1718
ASN00073016	HARDEN (EAST ST)	-34.5607	148.3653
ASN00073024	MARSDEN (MERUNGLE)	-33.7667	147.5333
ASN00073028	MURRINGO POST OFFICE	-34.3	148.5167
ASN00073029	MURRUMBURRAH OLD POST OFFICE	-34.5495	148.3493
ASN00073030	NARRA ALLEN	-34.3	148.6
ASN00073031	JUNEE REEFS (NOORLA)	-34.65	147.6
ASN00073034	BRUNGLE (ROSEMOUNT)	-35.2	148.3
ASN00073037	TEMORA AMBULANCE STATION	-34.444	147.533
ASN00073041	WOMBAT (TUMBLETON)	-34.4064	148.1795
ASN00073044	WANTABADGERY	-35.0581	147.753
ASN00073045	WANTIOOL (CAITHNESS)	-34.9	147.6667
ASN00073047	WARRANGONG	-34	148.5
ASN00073051	MURRINGO (WINDERMERE)	-34.2054	148.5533
ASN00073055	MUNDARLO (YABTREE)	-35.0996	147.7767
ASN00073056	YOUNG POST OFFICE	-34.3167	148.2967
ASN00073058	MORANGARELL	-34.2	147.1
ASN00073065	BOWNING 1	-34.8	148.8
ASN00073067	BURLINGTON FLAT (NARRABURRA)	-34.3	147.6
ASN00073070	CUCUMGILLIGA	-34.1	148.1
ASN00073079	GOBARRALONG	-35	148.2
ASN00073085	COOTAMUNDRA 1	-34.6333	148.05
ASN00073086	GERALDRA	-34.8	148.2333
ASN00073088	MANDAMAR	-34.1	147.3
ASN00073090	NARRABURRA STATION 1	-34.3833	147.8167
ASN00073098	YOUNG RAILWAY STATION	-34.3	148.3
ASN00073102	NANANGROVE	-34.95	148.6
ASN00073103	BETHUNGRA PARK	-34.8	147.9
ASN00073114	SEBASTOPOL (ERIN VALE)	-34.6608	147.5333
ASN00073119	GILGAL	-34.7333	147.9667
ASN00073121	BRUNDAH	-34	148.3333
ASN00073124	EURONGILLY (BUNDALEER)	-34.9308	147.767
ASN00074005	BARELLAN POST OFFICE	-34.2849	146.5714
ASN00074008	GRONG GRONG  (BEREMBED)	-34.8625	146.8184
ASN00074009	BERRIGAN POST OFFICE	-35.6577	145.8126
ASN00074010	YANCO (BILLINBAH EAST)	-34.6333	146.3
ASN00074012	BOOMANOOMANA	-36	145.8
ASN00074020	WEST WYALONG (TALLIMBALONG)	-33.9387	147.0821
ASN00074021	THE ROCK (BULLENBONG)	-35.1555	146.9356
ASN00074024	BUNGOWANNAH PARK	-36.05	146.8
ASN00074025	BURRUMBUTTOCK (HOLYROOD)	-35.8537	146.777
ASN00074026	URANA (BUTHERWAH)	-35.3526	146.31
ASN00074027	BYGOO	-34.3	146.9
ASN00074029	URANA (COCKETGEDONG)	-35.3	146.05
ASN00074033	COOLAMON POST OFFICE	-34.8159	147.1996
ASN00074035	COWABIE	-34.6	147
ASN00074040	JERILDERIE (POOGINOOK)	-34.8814	145.7595
ASN00074048	GOONAHRA	-34.7	146.5
ASN00074054	HOWLONG POST OFFICE	-35.9787	146.6274
ASN00074055	JERILDERIE TREATMENT WORKS	-35.3475	145.7257
ASN00074056	JINDERA (WADILOCK)	-35.95	146.8961
ASN00074068	MARRAR (CENTENARY DRIVE)	-34.8286	147.3564
ASN00074073	BINYA (MERRIBEE)	-34.3	146.35
ASN00074074	MITTAGONG HEAD STATION	-35.3333	146.95
ASN00074075	MOAMA	-36.1	144.7
ASN00074076	MOIRA PASTORAL CO.	-35.9333	144.9167
ASN00074080	MULWALA HOMESTEAD	-36	146
ASN00074082	NARRANDERA POST OFFICE	-34.75	146.55
ASN00074088	OAKLANDS GENERAL STORE	-35.5579	146.1653
ASN00074089	POMINGALARNA	-35.1	147.2
ASN00074092	PULLETOP (MATTA MIA)	-35.4	147.4
ASN00074095	RENNIE (PINE VIEW)	-35.8215	146.2243
ASN00074098	ROUND HILL	-35.6	147
ASN00074108	DARLINGTON POINT (TUBBO)	-34.6333	146.0948
ASN00074110	URANA POST OFFICE	-35.3305	146.2652
ASN00074111	UROLY	-34.8	146.4
ASN00074115	WALBUNDRIE (CREDITON STREET)	-35.6852	146.7273
ASN00074116	WALLANDOOL	-35.5	146.8
ASN00074121	WUNNAMURRA	-35.4	145.7
ASN00074122	YAMMA	-34.9	146.1
ASN00074124	JERILDERIE (YANKO STATION)	-35.1667	145.7667
ASN00074125	YARRAN	-35.3	146.7
ASN00074126	YERONG CREEK (FERTILIZER DEPOT	-35.385	147.0558
ASN00074128	DENILIQUIN (WILKINSON ST)	-35.5269	144.952
ASN00074129	MATHOURA (MATHOURA STATION)	-35.7228	144.7865
ASN00074138	ARUNDEL	-35.9	146.6
ASN00074139	COLINROOBIE	-34.5	146.6
ASN00074142	BULGANDRA	-35.3	146.3
ASN00074143	BULL PLAIN	-35.8	146.1
ASN00074144	NARRANDERA (BREWARRANA)	-34.8667	146.7833
ASN00074146	COLLENDINA	-36.05	146.3
ASN00074147	COLOMBO CREEK	-35.2	146
ASN00074149	CORNALLA	-35.7	145.2
ASN00074158	KOOBA	-34.1167	146.1333
ASN00074159	LANSDOWNE	-35.1	147.1
ASN00074162	MORUNDAH HOTEL	-34.9349	146.3031
ASN00074169	PINE LODGE 1	-34.65	147.1667
ASN00074171	QUANDARY 1	-34.3667	147.1333
ASN00074175	SANDY CREEK	-35.3	147.3
ASN00074176	SPRINGFIELD 3	-35.5	145.6
ASN00074177	THE OLIVES	-35.9	146.7
ASN00074184	WARBRECCAN	-35.5	144.8
ASN00074185	YALGOGRIN SOUTH	-34.25	146.8833
ASN00074186	YARRABEE PARK	-34.8833	146.3333
ASN00074198	JERILDERIE (COREE STN)	-35.35	145.45
ASN00074222	QUANDARY (HAPPY CORNER)	-34.4	147.3167
ASN00074227	BERRY JERRY (GNADBRO)	-35.0167	147.0333
ASN00075001	BALPOOL (NYANG)	-35.15	144.2
ASN00075005	BENEREMBAH	-34.5	145.8
ASN00075006	BINYA POST OFFICE	-34.2289	146.3444
ASN00075011	BURRABOGIE	-34.5	145.2
ASN00075013	CANOON	-34.5	144.5
ASN00075014	CARRATHOOL MOTORS	-34.4081	145.433
ASN00075018	HAY (CORRONG)	-34.2175	144.4661
ASN00075020	MALLAN (NIEMUR VALLEY)	-35.1619	143.873
ASN00075024	EURUGABAH STATION	-33.8	145
ASN00075026	GROONGAL (GROONGAL STATION)	-34.442	145.5612
ASN00075029	CARRATHOOL (GUM CREEK)	-34.6281	145.3536
ASN00075031	HAY (MILLER STREET)	-34.5194	144.8545
ASN00075032	HILLSTON AIRPORT	-33.4915	145.5249
ASN00075033	HILLVIEW (BALLANDRY)	-34.1	146.1
ASN00075034	HILLSTON (HUNTHAWANG)	-33.3413	145.748
ASN00075035	HAY (ILLILAWA)	-34.4806	144.9789
ASN00075039	LAKE CARGELLIGO AIRPORT	-33.2833	146.3707
ASN00075043	LAKE CARGELLIGO (MERRI-MERRIGA	-33.3935	146.0385
ASN00075045	MOOLPA	-35	143.7
ASN00075046	MOULAMEIN POST OFFICE	-35.0885	144.0349
ASN00075048	SWAN HILL (MURRAY DOWNS)	-35.3412	143.5866
ASN00075049	MAUDE (NAP NAP)	-34.4456	144.1728
ASN00075050	NARADHAN (URALBA)	-33.6104	146.3161
ASN00075051	NOORONG	-35.4	144
ASN00075054	CONARGO (PUCKAWIDGEE)	-35.2849	145.2098
ASN00075057	RANKINS SPRINGS	-33.8467	146.2497
ASN00075059	STEAM PLAINS 1	-35.1	145.3
ASN00075060	STEAM PLAINS 2	-35	145.3
ASN00075063	THELANGERIN EAST	-34.2	144.5
ASN00075064	GROONGAL (GUNDALINE)	-34.4774	145.5472
ASN00075065	HAY (TOOGIMBIE)	-34.55	144.4833
ASN00075067	CARRATHOOL (UARDRY)	-34.466	145.3027
ASN00075069	BOOLIGAL (ULONGA)	-34.0965	144.6529
ASN00075071	WANGANELLA GENERAL STORE	-35.2119	144.816
ASN00075074	HILLSTON (WILLANTHRY)	-33.35	145.8333
ASN00075075	CONARGO (WILLURAH)	-34.9953	145.0915
ASN00075077	YANGA	-34.7	143.6
ASN00075080	WANGANELLA (ZARA)	-35.1721	144.6966
ASN00075083	WERAI	-35.35	144.3
ASN00075096	HILLSTON (COWL COWL)	-33.5871	145.3604
ASN00075114	MOUNT ELLIOT TANK	-34.2	146.2
ASN00075115	MURRIL CREEK	-34.45	146.9
ASN00075117	POON BOON	-35.0833	143.5667
ASN00075118	PUCKAWIDGEE BACK	-35.1	145.2
ASN00075126	WARGAM	-34.9	144.9
ASN00075127	WARWILLAH	-35.1	144.9
ASN00075135	CONAPAIRA	-33.9667	146.2167
ASN00075152	ULONGA STATION (ONE TREE TANK)	-34.1	144.65
ASN00075153	NYAN GAY	-34.9	144.7833
ASN00075156	ULEY	-34.4167	146.8833
ASN00075157	THE CUBAS	-33.8667	144.8833
ASN00076059	TYNTYNDER STATION	-35.2	143.5
ASN00076077	MILDURA POST OFFICE	-34.1833	142.2
ASN00076092	NEDS CORNER HOMESTEAD	-34.2	141.5
ASN00076096	PIANGIL (BURRA BURRA)	-35.05	143.3
ASN00077003	BEULAH	-35.9	142.4
ASN00077022	LAKE CHARM	-35.6	143.8
ASN00077030	NARRAPORT	-35.9963	143.0353
ASN00077034	QUAMBATOOK SOUTH	-35.9296	143.4992
ASN00077042	SWAN HILL POST OFFICE	-35.3406	143.5533
ASN00077047	TYRRELL DOWNS	-35.3633	142.9853
ASN00077059	BUDGERUM	-35.8	143.6
ASN00077062	GREDGWIN (BARRAPORT NORTH)	-36	143.7
ASN00077063	JERUK	-36.0167	143.3833
ASN00077064	LAKE CORRONG	-35.7	142.4
ASN00077067	BERRIWILLOCK (SPRINGFIELD)	-35.6	143.1
ASN00077068	TITTYBONG PINE GROVE FARM	-35.8	143.4
ASN00077069	TOWANINNIE	-35.9	143.4
ASN00077079	NINYEUNOOK	-36.0086	143.3719
ASN00077085	DUMOSA	-35.9333	143.2167
ASN00077086	MACORNA NORTH	-35.8667	143.85
ASN00077089	CURYO SOUTH (MORTON PLAINS)	-35.85	142.8
ASN00078010	DIMBOOLA	-36.4644	142.0327
ASN00078011	DONALD POST OFFICE	-36.4	143
ASN00078014	GLENLEE	-36.2578	141.8587
ASN00078017	JUNG JUNG	-36.6	142.4
ASN00078020	LAEN	-36.45	142.8
ASN00078021	LAKE HINDMARSH SOUTH	-36.1	141.95
ASN00078025	LILLIMUR ESTATE	-36.3664	141.1144
ASN00078027	LITCHFIELD	-36.2833	142.85
ASN00078028	LORQUON	-36.1526	141.7586
ASN00078031	NHILL	-36.3347	141.6367
ASN00078034	SERVICETON	-36.3667	140.9833
ASN00078037	WARRACKNABEAL POST OFFICE	-36.25	142.4
ASN00078040	NHILL (WOORAK)	-36.2882	141.7347
ASN00078041	WOOROONOOK	-36.2483	143.1793
ASN00078042	WYCHEPROOF (POST OFFICE)	-36.0786	143.225
ASN00078043	YANAC NORTH	-36.1114	141.4182
ASN00078048	AREEGRA	-36.3	142.6
ASN00078051	BRIM (BOSWELL PARK)	-36.0833	142.4167
ASN00078054	CARRON NULLAWELL FARM	-36.25	142.75
ASN00078056	DONALD (BANYENONG)	-36.3833	142.9833
ASN00078058	LOCKHART	-36.3667	141.9833
ASN00078061	MOUNT JEFFCOTT	-36.3	143.15
ASN00078067	WARRACKNABEAL 2	-36.25	142.4
ASN00078078	KANIVA	-36.3725	141.2427
ASN00078081	BLACKHEATH	-36.45	141.3
ASN00078084	WATCHEM (MOONA)	-36.1	142.95
ASN00079001	APSLEY	-37	141.1
ASN00079009	CROWLANDS (WOODLANDS)	-37.1	143.1
ASN00079013	ELMHURST	-37.2	143.3
ASN00079014	EVERSLEY	-37.1778	143.1529
ASN00079016	WARRANOOKE (GLENORCHY)	-36.7281	142.7303
ASN00079017	GOROKE (POST OFFICE)	-36.7181	141.4729
ASN00079020	HALLS GAP	-37.2	142.5
ASN00079022	HARROW (PINE HILLS)	-37.0825	141.5631
ASN00079023	HORSHAM POLKEMMET RD	-36.6613	142.0687
ASN00079028	LONGERENONG	-36.6722	142.2991
ASN00079030	MINIMAY (BOOROOPKI)	-36.7	141.2
ASN00079034	MOYSTON	-37.3011	142.7656
ASN00079035	MURTOA	-36.6215	142.4739
ASN00079036	NATIMUK	-36.7416	141.9429
ASN00079038	POMONAL WINDY RIDGE	-37.2	142.6
ASN00079040	ST ARNAUD	-36.6189	143.2631
ASN00079042	STAWELL	-37.1	142.8
ASN00079043	STUART MILL STATE SCHOOL	-36.8	143.3
ASN00079047	WARTOOK POST OFFICE	-37	142.35
ASN00079056	EMU RAIL (DALYENONG)	-36.7	143.4
ASN00079059	GOWAR EAST (RAHINA FARM)	-36.6	143.4
ASN00079061	GYMBOWEN	-36.7	141.6
ASN00079065	MINIMAY (NEUARPUR STATION)	-36.75	141.0667
ASN00079066	RUPANYUP (LALLAT PLAINS)	-36.55	142.5
ASN00079068	TRAINORS LAGOON	-36.6	143
ASN00079069	WALLALOO	-36.7	142.9
ASN00079072	ARCHDALE	-36.8	143.5
ASN00079079	TOTTINGTON	-36.7913	143.1207
ASN00079094	NEUARPURR (BRIPPICK)	-36.7667	141.0667
ASN00079096	LUBECK (ROSLYN)	-36.75	142.65
ASN00080000	BARMAH EAST	-36.0167	145
ASN00080001	BENJEROOP (DAVEY)	-35.51	143.825
ASN00080002	BOORT	-36.116	143.7229
ASN00080003	CALIVIL	-36.2667	144.0833
ASN00080004	CANARY ISLAND	-35.9741	143.8525
ASN00080005	CANARY ISLAND SOUTH	-36.0261	143.8617
ASN00080006	CHARLTON POST OFFICE	-36.3	143.4
ASN00080007	COBRAM POST OFFICE	-35.9164	145.65
ASN00080008	COHUNA (GOULBURN MURRAY)	-35.8	144.2083
ASN00080009	ST ARNAUD (COONOOER BRIDGE)	-36.4775	143.3526
ASN00080012	DINGEE	-36.3667	144.2333
ASN00080015	ECHUCA  AERODROME	-36.1647	144.7642
ASN00080017	GLADFIELD HOPEFIELD ESTATE	-36.0407	143.9403
ASN00080023	KERANG	-35.7236	143.9197
ASN00080024	KERANG (MERAN DOWNS)	-35.8674	143.8007
ASN00080026	KORONG VALE (POST OFFICE)	-36.3567	143.7053
ASN00080028	KYABRAM POST OFFICE	-36.3167	145.05
ASN00080029	LAKE MARMAL	-36.1509	143.5182
ASN00080030	LEITCHVILLE POST OFFICE	-35.9	144.3
ASN00080034	MADOWLA PARK	-36.1	145
ASN00080039	YARRAWALLA SOUTH	-36.1861	144.0565
ASN00080042	NATHALIA (POST OFFICE)	-36.0591	145.2032
ASN00080043	NUMURKAH POST OFFICE	-36.1	145.45
ASN00080048	PYRAMID HILL	-36.05	144.1
ASN00080051	SERPENTINE (EAST LODDON)	-36.3666	143.9522
ASN00080053	TANDARRA	-36.4296	144.2498
ASN00080054	TENNYSON	-36.2991	144.4317
ASN00080058	TORRUMBARRY	-36.1	144.5
ASN00080061	WEDDERBURN (POST OFFICE)	-36.4183	143.6123
ASN00080063	WYCHITELLA SOUTH	-36.25	143.6
ASN00080066	YIELIMA POST OFFICE	-35.9	145.2
ASN00080069	BUCKRABANYULE (NARDOO VALE)	-36.3	143.5
ASN00080072	KAARIMBA	-36.1	145.3
ASN00080073	KERANG (TRAGOWELL)	-35.8	143.9333
ASN00080075	KOONDROOK	-35.65	144.15
ASN00080076	MITIAMO 1	-36.2167	144.2333
ASN00080078	NATHALIA HERALD OFFICE	-36.0833	145.2
ASN00080081	ROCHESTER WEST	-36.35	144.7167
ASN00080082	ROWLANDS (ROWAN)	-35.8667	144.0833
ASN00080083	ST GERMAINS	-36.25	145.15
ASN00080084	SERPENTINE CREEK STATION	-36.3167	143.9833
ASN00080086	STRATHMERTON	-35.9	145.5
ASN00080094	NARREWILOCK	-36.2	143.4
ASN00080113	MOUNT SCOBIE	-36.35	144.9667
ASN00080114	WUNGHNU	-36.15	145.4833
ASN00080116	MOLOGA WEST	-36.1333	144.05
ASN00080117	YALLOOK	-36.4333	144.1667
ASN00080118	BARRAKEE SOUTH	-36.45	143.45
ASN00080121	MACORNA (ROSEVALE)	-35.8833	144.0333
ASN00080124	BOORT EAST	-36.1167	143.85
ASN00081000	AVOCA (POST OFFICE)	-37.0887	143.4747
ASN00081003	BENDIGO PRISON	-36.7533	144.2825
ASN00081004	LAKE ROWAN (BUNGEET)	-36.2667	146.05
ASN00081005	BRIDGEWATER (MEMSIE)	-36.65	143.9333
ASN00081010	COROP	-36.45	144.8
ASN00081013	DOOKIE AGRICULTURAL COLLEGE	-36.3717	145.7048
ASN00081016	ELMORE	-36.4963	144.6096
ASN00081017	GOORAMBAT	-36.415	145.9225
ASN00081018	GOORNONG	-36.6	144.5
ASN00081020	INGLEWOOD (POST OFFICE)	-36.5753	143.8695
ASN00081022	KATANDRA NORTH	-36.25	145.6
ASN00081029	BOXWOOD	-36.3	145.8
ASN00081031	MERRIGUM	-36.3667	145.1333
ASN00081034	MOOROOPNA	-36.3989	145.3448
ASN00081035	MURCHISON	-36.6146	145.2143
ASN00081037	NAGAMBIE CBA	-36.7833	145.1667
ASN00081042	RUNNYMEDE	-36.5	144.6
ASN00081043	RUSHWORTH	-36.5915	145.0162
ASN00081044	GOULBURN RIVER @ SHEPPARTON	-36.3783	145.4192
ASN00081047	TARNAGULLA	-36.7729	143.8338
ASN00081048	TATURA POST OFFICE	-36.4431	145.23
ASN00081050	TOOLLEEN (RYAN)	-36.7167	144.7
ASN00081051	TUNGAMAH	-36.1634	145.8838
ASN00081052	WANALTA	-36.6	144.9
ASN00081054	WHROO	-36.6	145.1
ASN00081057	YARRAWONGA POST OFFICE	-36.0281	146.0044
ASN00081063	AVOCA	-37.0833	143.4833
ASN00081078	WOODSTOCK WEST	-36.8	144
ASN00081081	BUNG BONG	-37.1	143.6
ASN00081085	DUNOLLY	-36.8589	143.7297
ASN00081088	BIG HILL RESERVOIR	-36.8333	144.2333
ASN00081089	CAMPBELLS FOREST (YARRABERB)	-36.5692	144.0739
ASN00081104	YOUARANG	-36.1667	145.8
ASN00081106	GIRGARRE (WOODTHORPE)	-36.4333	145.1333
ASN00081107	HARSTON (COORAMINTA)	-36.4833	145.1667
ASN00082000	BARNAWARTHA	-36.1135	146.6841
ASN00082001	BEECHWORTH COMPOSITE	-36.3702	146.7132
ASN00082002	BENALLA (SHADFORTH STREET)	-36.5483	145.9703
ASN00082010	CHILTERN (POST OFFICE)	-36.1491	146.6106
ASN00082014	CUDGEWA NORTH	-36.2	147.9
ASN00082016	EUROA	-36.7545	145.5727
ASN00082022	KERGUNYAH SOUTH	-36.4472	147.0467
ASN00082024	KOETONG	-36.1523	147.4938
ASN00082028	MIDDLE CREEK (LENEVA)	-36.2	146.9
ASN00082035	NARIEL CREEK  (SIMPSON)	-36.3336	147.7968
ASN00082037	RUFFY	-36.9667	145.5
ASN00082040	RUTHERGLEN NETHERBY WINE	-36.05	146.4
ASN00082043	STRATHBOGIE NORTH	-36.7872	145.8225
ASN00082045	TALLANGATTA DCNR	-36.2161	147.1764
ASN00082047	TALLANGATTA (BULLIOH)	-36.1871	147.3551
ASN00082049	VIOLET TOWN	-36.6425	145.7234
ASN00082051	WAHGUNYAH	-36	146.4
ASN00082052	WALWA	-35.9645	147.7374
ASN00082053	WANGARATTA	-36.3667	146.3
ASN00082058	YACKANDANDAH	-36.3111	146.8381
ASN00082071	BARNAWARTHA	-36.15	146.65
ASN00082078	ESKDALE	-36.45	147.3
ASN00082122	WODONGA SENTINEL OFFICE	-36.1167	146.1333
ASN00082123	TINTALDRA (JEPHCOTT)	-36.05	147.9333
ASN00083005	BRIGHT POST OFFICE	-36.7	147
ASN00083012	HARRIETVILLE	-36.8925	147.0644
ASN00083013	HINNOMUNJIE	-37.0167	147.6667
ASN00083017	JAMIESON	-37.3014	146.1406
ASN00083025	OMEO COMPARISON	-37.1011	147.598
ASN00083029	TOLMIE (LANGLEY)	-37	146.2
ASN00083030	TOLMIE STATE SCHOOL	-37	146.2
ASN00083033	WOODS POINT	-37.5696	146.2541
ASN00083047	DARLINGFORD	-37.25	146.0167
ASN00083051	MOUNT ST BERNARD	-37	147.1
ASN00084000	BENDOC PARK	-37.1178	148.9653
ASN00084001	BINDI	-37.1136	147.8119
ASN00084002	BONANG	-37.1712	148.7228
ASN00084003	BRUTHEN (POST OFFICE)	-37.7073	147.8314
ASN00084005	BUCHAN	-37.5035	148.1692
ASN00084011	DARGO	-37.5	147.25
ASN00084016	GABO ISLAND LIGHTHOUSE	-37.5679	149.9158
ASN00084022	LAKES ENTRANCE POST OFFICE	-37.8833	148
ASN00084030	ORBOST (COMPARISON)	-37.6917	148.4589
ASN00084038	WULGULMERANG	-37.1	148.3
ASN00084049	BONANG (GOOMGERAH)	-37.2	148.7
ASN00084052	BUCHAN (BASIN RANCH)	-37.5	148.1833
ASN00084054	ENSAY	-37.35	147.8
ASN00084082	BAIRNSDALE 1	-37.8167	147.6167
ASN00085011	BLACKWARRY	-38.4	146.65
ASN00085012	BOISDALE	-37.9	147
ASN00085018	CARRAJUNG POST OFFICE	-38.3667	146.7
ASN00085020	CLYDEBANK	-38.0373	147.178
ASN00085029	FOSTER (POST OFFICE)	-38.652	146.1997
ASN00085038	HEYFIELD STATE SCHOOL	-38	146.9
ASN00085041	INVERLOCH	-38.6131	145.7039
ASN00085054	MAFFRA SHIRE HALL	-38	147
ASN00085060	MOORMURANG THE RIDGE	-37.9	147.5
ASN00085062	MORWELL (MAIL CENTRE)	-38.2347	146.4306
ASN00085070	PORT ALBERT	-38.6667	146.6833
ASN00085071	ROSEDALE	-38.1522	146.7875
ASN00085077	STRADBROKE POST OFFICE	-38.3	147
ASN00085078	STRATFORD	-38	147.1
ASN00085081	THORPDALE STATE SCHOOL	-38.3	146.2
ASN00085090	VALENCIA CREEK (BULGAR PARK)	-37.8167	146.9833
ASN00085091	WALHALLA	-37.9347	146.4496
ASN00085092	WARRAGUL (CARBETHON)	-38.2	145.9
ASN00085093	WARRAGUL	-38.1731	145.9487
ASN00085094	WELSHPOOL	-38.6623	146.4297
ASN00085096	WILSONS PROMONTORY LIGHTHOUSE	-39.1297	146.4244
ASN00085097	WOODSIDE	-38.5	146.9
ASN00085111	BRIAGOLONG	-37.8	147.1
ASN00085118	GOONA (NURE)	-37.95	147.6
ASN00085122	KARDELLA (FLEETWOOD)	-38.4	145.9
ASN00085127	NEERIM (DREWSDENE)	-37.95	145.9667
ASN00085130	NEWRY	-37.9	146.9
ASN00085131	NOOJEE NORTH	-37.9	146
ASN00085133	SALE	-38.1	147.05
ASN00085134	SALE MERCURY OFFICE	-38.1	147.0667
ASN00085137	TARWIN LOWER (RIVERSIDE)	-38.7205	145.9011
ASN00085138	TOONGABBIE	-38.1	146.6
ASN00085193	YARRAM	-38.5601	146.6703
ASN00085198	FISH CREEK (ARDEEN)	-38.7333	146.1
ASN00085217	CARRAJUNG (BROOKSIDE)	-38.3667	146.7667
ASN00085245	ALBERTON THE MEADOWS	-38.6167	146.7167
ASN00085246	BUDGEREE EDEN PARK	-38.6167	146.2833
ASN00086005	BEENAK	-37.9	145.6
ASN00086017	CAPE SCHANCK LIGHTHOUSE	-38.4931	144.8858
ASN00086018	CAULFIELD (RACECOURSE)	-37.8795	145.0368
ASN00086023	CLYDE STATE SCHOOL	-38.1	145.3
ASN00086025	COWES	-38.4833	145.2667
ASN00086032	DROMANA	-38.4	145
ASN00086040	FLINDERS STATE SCHOOL	-38.5	145
ASN00086045	GEMBROOK	-37.95	145.5667
ASN00086048	HASTINGS POST OFFICE	-38.3167	145.2
ASN00086055	OFFICER (JESMOND DENE)	-38.05	145.4
ASN00086060	KEW	-37.8167	145.0333
ASN00086066	LILYDALE	-37.7488	145.3416
ASN00086071	MELBOURNE REGIONAL OFFICE	-37.8075	144.97
ASN00086079	MORNINGTON	-38.2358	145.0667
ASN00086083	MURRUMBEENA LEEDS GROVE	-37.9	145.1
ASN00086085	NARRE WARREN NORTH (NARRE WARR	-37.9897	145.3356
ASN00086092	POOWONG (POST OFFICE)	-38.3425	145.7653
ASN00086102	SAN REMO	-38.5333	145.3833
ASN00086121	WARBURTON	-37.7517	145.6757
ASN00086131	YAN YEAN	-37.5552	145.1259
ASN00086138	GREENSBOROUGH	-37.7	145.1
ASN00086148	WANDIN (YALLOCK)	-37.8	145.45
ASN00086151	BASS (KILCUNDA)	-38.5	145.45
ASN00086161	BRIGHTON MIDDLE	-37.9167	145
ASN00086170	DANDENONG (COMBEROOND)	-37.85	145.2667
ASN00086172	FERNTREE GULLY	-37.8	145.3
